model1,model2,fold,stimuli,conv1,block1,block2,block3,block4
knee-RadImageNet-freezeFalse,knee-RadImageNet-freezeTrue,fold2,knee,0.729104274918513,0.40227310634922286,0.27066607271404186,0.22259535071426298,0.15868882431452463
knee-RadImageNet-freezeFalse,knee-RadImageNet-freezeTrue,fold3,knee,0.7269344249732307,0.40304295772839066,0.27147668420457516,0.22993990487607352,0.15828662662402912
knee-RadImageNet-freezeFalse,knee-RadImageNet-freezeTrue,fold4,knee,0.7303389042663635,0.410291655851727,0.2718551794317388,0.22736046107307675,0.15306224159312798
knee-RadImageNet-freezeFalse,knee-RadImageNet-freezeTrue,fold5,knee,0.7286796074362556,0.40265226431418205,0.2688274216317975,0.22820971366726842,0.1563688349321784
knee-ImageNet-freezeTrue,knee-RadImageNet-freezeTrue,fold1,knee,0.5579881834778386,0.32094635245710845,0.254903669247504,0.21843055193850006,0.12884352350759978
knee-ImageNet-freezeTrue,knee-RadImageNet-freezeTrue,fold2,knee,0.5576585866129212,0.3195597723174842,0.2530574452638959,0.21902435739555517,0.12859312429985065
knee-ImageNet-freezeTrue,knee-RadImageNet-freezeTrue,fold3,knee,0.5637747171092873,0.3233215124272065,0.2572081194030088,0.22645162585011472,0.1259278268255974
knee-ImageNet-freezeTrue,knee-RadImageNet-freezeTrue,fold4,knee,0.5679060283050742,0.32844548463613743,0.26033621486044434,0.21842194220194805,0.12117855853000656
knee-ImageNet-freezeTrue,knee-RadImageNet-freezeTrue,fold5,knee,0.5610491189862504,0.3204708547662233,0.2553570364370508,0.22456760683520033,0.12575149235865576
knee-ImageNet-freezeTrue,ImageNet,fold1,knee,0.9741451885119897,0.9790713724693008,0.9557899988534405,0.9166913246400032,0.7983203533720706
knee-ImageNet-freezeTrue,ImageNet,fold2,knee,0.9746891123661976,0.9787112145671404,0.9536605254815447,0.9123923434181945,0.7885365281194129
knee-ImageNet-freezeTrue,ImageNet,fold3,knee,0.9763066395117059,0.9796866292065414,0.9556573267475365,0.9166267374102258,0.7900821211660466
