model1,model2,fold,stimuli,conv1,block1,block2,block3,block4
pcam-small-RadImageNet-freezeFalse,RadImageNet,fold1,pcam-small,0.7189754652773266,0.39926966730462776,0.300544574461755,0.2662211051710385,0.27642760891205653
pcam-small-RadImageNet-freezeFalse,RadImageNet,fold2,pcam-small,0.7217228255578376,0.41447320149501604,0.3035662804072021,0.25167863410493135,0.2752194809681569
pcam-small-RadImageNet-freezeFalse,RadImageNet,fold3,pcam-small,0.7082264950796708,0.41446826659317787,0.30478825203059373,0.2556821564895852,0.2716737506085877
pcam-small-RadImageNet-freezeFalse,RadImageNet,fold4,pcam-small,0.7033880706855722,0.4081274389446448,0.3017969575848438,0.24281558933102093,0.272382482997563
pcam-small-RadImageNet-freezeFalse,RadImageNet,fold5,pcam-small,0.6931936822150206,0.4080846841926934,0.3057707137581383,0.25437023039027207,0.29040295934175875
pcam-small-ImageNet-freezeFalse,ImageNet,fold1,pcam-small,0.8552311211961834,0.8350455761168043,0.7275373399726701,0.4971048490976818,0.2317112137537193
pcam-small-ImageNet-freezeFalse,ImageNet,fold2,pcam-small,0.8605867743434068,0.8388217801100076,0.7231850623360271,0.48421486753818,0.22405460969228735
pcam-small-ImageNet-freezeFalse,ImageNet,fold3,pcam-small,0.8576128833730292,0.834053059442172,0.7256096297045932,0.49936544906826025,0.238106138234438
pcam-small-ImageNet-freezeFalse,ImageNet,fold4,pcam-small,0.8578397996589683,0.8354914748700031,0.7224540051133961,0.49036184451724685,0.23079682061115733
pcam-small-ImageNet-freezeFalse,ImageNet,fold5,pcam-small,0.8535267103355528,0.8357668407512616,0.7263006018637073,0.4992538415190829,0.23184130745951662
pcam-small-ImageNet-freezeFalse,pcam-small-RadImageNet-freezeFalse,fold1,pcam-small,0.5282456889768354,0.3537186184418021,0.26168870714447945,0.17779426558440256,0.14012836043197233
pcam-small-ImageNet-freezeFalse,pcam-small-RadImageNet-freezeFalse,fold2,pcam-small,0.527253224096054,0.3498188650943913,0.26163668901155257,0.17719970195691218,0.14005796295496323
pcam-small-ImageNet-freezeFalse,pcam-small-RadImageNet-freezeFalse,fold3,pcam-small,0.5443602103080103,0.35415287705868886,0.26037150269819775,0.17322317876004778,0.1347996597995415
pcam-small-ImageNet-freezeFalse,pcam-small-RadImageNet-freezeFalse,fold4,pcam-small,0.5376746402750467,0.3476088428421267,0.26189912206141747,0.17857740110469356,0.14256778511995521
pcam-small-ImageNet-freezeFalse,pcam-small-RadImageNet-freezeFalse,fold5,pcam-small,0.5348573793267951,0.3471555367697251,0.2607082974550229,0.18124239554593918,0.14458610280693301
ImageNet,RadImageNet,fold1,pcam-small,0.5318369497358981,0.29968163754932603,0.24909136507526589,0.23013262001602,0.18125855593629403
ImageNet,RadImageNet,fold2,pcam-small,0.5360460600992477,0.30227632618410427,0.24694337581863862,0.2293850956721611,0.16618210135479564
ImageNet,RadImageNet,fold3,pcam-small,0.5349238330741615,0.2982628885841318,0.2462785175829974,0.23119183465210907,0.19754681551428427
ImageNet,RadImageNet,fold4,pcam-small,0.5298034374038065,0.29224309253888964,0.2557066924786909,0.22960621528467345,0.18434988015544151
ImageNet,RadImageNet,fold5,pcam-small,0.5248080341806651,0.2977455335836727,0.2587536487435048,0.2335728560967109,0.2122545362774347
pcam-small-ImageNet-freezeFalse,random,fold1,pcam-small,0.48317250978483556,0.26600676628659564,0.21007291917848775,0.16784888404834603,0.11547817897519205
pcam-small-ImageNet-freezeFalse,random,fold2,pcam-small,0.47770417785886954,0.262922013450008,0.21040492409383355,0.1694301736151577,0.11900322803437091
pcam-small-ImageNet-freezeFalse,random,fold3,pcam-small,0.4898747447061602,0.26608744882927704,0.2095302800484044,0.1702141530356765,0.11706387501853825
pcam-small-ImageNet-freezeFalse,random,fold4,pcam-small,0.48153567410400927,0.2675738435236973,0.2071778849599489,0.1697462109170884,0.11656504752978458
pcam-small-ImageNet-freezeFalse,random,fold5,pcam-small,0.49722887283354095,0.26450779454590867,0.20809235309573007,0.1682217144815762,0.11416764926110531
pcam-small-RadImageNet-freezeFalse,random,fold1,pcam-small,0.4743923703942531,0.2866936512076769,0.24269475710662314,0.21383894927133276,0.1612574580391752
pcam-small-RadImageNet-freezeFalse,random,fold2,pcam-small,0.47151053726206105,0.2812385000512137,0.24674516610464092,0.22333331987740937,0.17051602803321428
pcam-small-RadImageNet-freezeFalse,random,fold3,pcam-small,0.4864934804996843,0.28955129576441363,0.24710753090004783,0.20500605368561248,0.14861873744071036
pcam-small-RadImageNet-freezeFalse,random,fold4,pcam-small,0.48033052002662935,0.28719878412666056,0.24574965581697605,0.21093936909964892,0.16603920740968675
pcam-small-RadImageNet-freezeFalse,random,fold5,pcam-small,0.4755633908645936,0.2782132840433881,0.24572311347108577,0.2106751927234297,0.1639462405838937
random,random,fold1,pcam-small,0.5006568361206198,0.30785525335129427,0.31795448959727857,0.3516678557235241,0.31870517836159445
random,random,fold2,pcam-small,0.49684682570457533,0.306017930556842,0.31596174499703916,0.34945000603616255,0.3206475113628137
random,random,fold3,pcam-small,0.4985820153479179,0.3067550456161817,0.3248890960225007,0.35224959131859634,0.31795420308544886
random,random,fold4,pcam-small,0.4977381998839775,0.3047939972660664,0.3152423213158052,0.3503405836018786,0.3183834201095137
random,random,fold5,pcam-small,0.496197108670059,0.31195922060896847,0.3173597210387457,0.3496897521481662,0.31255577776530324
ImageNet,random,fold1,pcam-small,0.4781405569101066,0.2637349003518728,0.21176784871311108,0.19112001676876694,0.12907004509218156
ImageNet,random,fold2,pcam-small,0.47758855788904375,0.2615950691134969,0.21032663274041896,0.18969725449608804,0.12815685096817675
ImageNet,random,fold3,pcam-small,0.48043466267351526,0.2590278318681608,0.20936767618461,0.19136782005333589,0.13331644522147962
ImageNet,random,fold4,pcam-small,0.4812627594503128,0.26265506538216954,0.21201665782202078,0.19254184566268578,0.12892790056291265
ImageNet,random,fold5,pcam-small,0.48611991848168845,0.2578544336319813,0.21202516629512527,0.19227304110918567,0.13298883198480385
RadImageNet,random,fold1,pcam-small,0.4820482251497267,0.32171426469703646,0.3288207713468686,0.3577131014125157,0.523203164303808
RadImageNet,random,fold2,pcam-small,0.4850495080815941,0.3190136107123652,0.3271424533774802,0.34743682839448303,0.49343553127759543
RadImageNet,random,fold3,pcam-small,0.47406614981847356,0.3137809710902317,0.32260049819459935,0.36269392603674355,0.5600188617238073
RadImageNet,random,fold4,pcam-small,0.46581808298916705,0.31643094956464957,0.33097724865275396,0.35795494888366886,0.536659314904594
RadImageNet,random,fold5,pcam-small,0.4780495993560505,0.31223000296939374,0.32951845943811503,0.35990230805404144,0.5727432117962848
pcam-small-ImageNet-freezeFalse,pcam-small-ImageNet-freezeTrue,fold1,pcam-small,0.9985059607987049,0.9986298636052678,0.9912924171216367,0.9124164420948857,0.6267009347291751
pcam-small-ImageNet-freezeFalse,pcam-small-ImageNet-freezeTrue,fold2,pcam-small,0.9984992693120658,0.9985405549736388,0.9904129612016451,0.9273939669925182,0.6364397876621506
pcam-small-ImageNet-freezeFalse,pcam-small-ImageNet-freezeTrue,fold3,pcam-small,0.9985198823209146,0.9974045997284142,0.9878750819326507,0.9058975455328525,0.6457485933646037
pcam-small-ImageNet-freezeFalse,pcam-small-ImageNet-freezeTrue,fold4,pcam-small,0.997222828488254,0.9976669477806677,0.9869314331655719,0.9033461716711692,0.6182992177495439
pcam-small-ImageNet-freezeFalse,pcam-small-ImageNet-freezeTrue,fold5,pcam-small,0.9194596153247081,0.9362008559720236,0.8592816568043279,0.6718696700273498,0.3371910967421924
pcam-small-RadImageNet-freezeFalse,pcam-small-RadImageNet-freezeTrue,fold1,pcam-small,0.9990546113701958,0.9904400987191002,0.9697991168751272,0.8223501704830257,0.6180781141101642
pcam-small-RadImageNet-freezeFalse,pcam-small-RadImageNet-freezeTrue,fold2,pcam-small,0.9987416551971663,0.9921662250970105,0.9808227508714464,0.9307557904312681,0.7791522516761658
pcam-small-RadImageNet-freezeFalse,pcam-small-RadImageNet-freezeTrue,fold3,pcam-small,0.9997145470432217,0.996900797685868,0.9893817431831184,0.9346317441303187,0.7333742662802359
pcam-small-RadImageNet-freezeFalse,pcam-small-RadImageNet-freezeTrue,fold4,pcam-small,0.9996896003104819,0.9970777893472047,0.9886530944206242,0.9067191510393531,0.7607694305287643
pcam-small-RadImageNet-freezeFalse,pcam-small-RadImageNet-freezeTrue,fold5,pcam-small,0.9994472298976171,0.9964728337937266,0.9890396553131449,0.9266396475543415,0.7531011380807823
pcam-small-ImageNet-freezeTrue,pcam-small-RadImageNet-freezeTrue,fold1,pcam-small,0.5267124928590677,0.3506148829138097,0.26400135754529674,0.17947569633050292,0.13717022756699637
pcam-small-ImageNet-freezeTrue,pcam-small-RadImageNet-freezeTrue,fold2,pcam-small,0.527819402543624,0.35304005087648377,0.26019295001906045,0.1776719624007868,0.13687161307249562
pcam-small-ImageNet-freezeTrue,pcam-small-RadImageNet-freezeTrue,fold3,pcam-small,0.5274150403556297,0.35508603155314483,0.262747399500092,0.17605211676767768,0.13835201814308679
pcam-small-ImageNet-freezeTrue,pcam-small-RadImageNet-freezeTrue,fold4,pcam-small,0.5312115088531484,0.3524402504741592,0.2605950561040517,0.17417983272782425,0.13502177531847082
