model1,model2,fold,stimuli,conv1,block1,block2,block3,block4
chest-ImageNet-freezeFalse,chest-RadImageNet-freezeFalse,fold3,chest,0.5554916636519841,0.38294176863912466,0.3123535102506481,0.22754330149344754,0.15784715736156218
chest-ImageNet-freezeFalse,chest-RadImageNet-freezeFalse,fold4,chest,0.5580537177408109,0.38465610873732914,0.3136724095183442,0.23128553152320874,0.16163307239760494
chest-ImageNet-freezeFalse,chest-RadImageNet-freezeFalse,fold5,chest,0.5564350976003356,0.38736023687480586,0.3135327695734508,0.22583180070866785,0.1606387915294025
ImageNet,RadImageNet,fold1,chest,0.5358930070041164,0.3446882174105958,0.32984276119655875,0.3161023588589549,0.29768545241627414
ImageNet,RadImageNet,fold2,chest,0.5339695386267085,0.3567728247800651,0.3142141543529662,0.31978113740970576,0.27506637629093644
ImageNet,RadImageNet,fold3,chest,0.5328339820871495,0.3519264840357673,0.3169090980171211,0.3162425436150156,0.26575105786058206
ImageNet,RadImageNet,fold4,chest,0.5408507211033249,0.3581080995154031,0.3189101629143325,0.32077201887997975,0.2696337265077141
ImageNet,RadImageNet,fold5,chest,0.5312228421145712,0.3490621139071389,0.31450017968100596,0.31897721091799996,0.26723763695628044
chest-ImageNet-freezeFalse,random,fold1,chest,0.5283137380346832,0.3326435807401616,0.27989623760033217,0.22907671373535243,0.17044091217586774
chest-ImageNet-freezeFalse,random,fold2,chest,0.5258782993202598,0.33031619223111897,0.27803741383611863,0.23213492560882898,0.1615517593835579
chest-ImageNet-freezeFalse,random,fold3,chest,0.5284343174575847,0.3281933779410423,0.27808079661722723,0.23075283333123178,0.16032515487219343
chest-ImageNet-freezeFalse,random,fold4,chest,0.5379030690379295,0.32845471097432866,0.2803892743299973,0.23563387317040085,0.1625032598062494
chest-ImageNet-freezeFalse,random,fold5,chest,0.5236449211690337,0.3270965660459134,0.2749704242894201,0.23320972695864386,0.16651638386446016
chest-RadImageNet-freezeFalse,random,fold1,chest,0.5636183050836236,0.37021236755615394,0.30935501847779634,0.2700300659908296,0.2216258693453829
chest-RadImageNet-freezeFalse,random,fold2,chest,0.5631670984537662,0.37170157084212446,0.30754506553921346,0.2714754136128966,0.2197289647041974
chest-RadImageNet-freezeFalse,random,fold3,chest,0.5575581828860152,0.3738070849469904,0.31256973390310383,0.27296598091766483,0.21932141576257552
chest-RadImageNet-freezeFalse,random,fold4,chest,0.5600556928542066,0.3670000876689192,0.3102867724809205,0.27226641876926994,0.22547010823717653
chest-RadImageNet-freezeFalse,random,fold5,chest,0.5596868936037757,0.3674112465527016,0.30889714141134866,0.2699758655389126,0.22157523761074643
random,random,fold1,chest,0.5780433921216769,0.42909563294947894,0.4137017939814438,0.4204889215902418,0.4158605131450462
random,random,fold2,chest,0.5758427343559496,0.4263607214543101,0.4119283254213605,0.4206100980828074,0.415586563900779
random,random,fold3,chest,0.57971015042743,0.42207266422480805,0.41211122276170664,0.42169499992338827,0.4145501022002477
random,random,fold4,chest,0.5804394522529828,0.42882349463824376,0.41265854978166655,0.4230874963738086,0.4190517728801587
random,random,fold5,chest,0.5802542388950228,0.4247421952488245,0.41295391403440096,0.4207998680395468,0.4158239822197273
ImageNet,random,fold1,chest,0.5326058875310361,0.32501940618830755,0.2745484868169021,0.2490524570795088,0.18480383238201498
ImageNet,random,fold2,chest,0.5313814402937751,0.3288448817657315,0.2717597768852911,0.2523160276311855,0.18377412368025192
ImageNet,random,fold3,chest,0.5346979489697354,0.32841934696015695,0.27176250183080153,0.25122204311639423,0.18031974452021562
ImageNet,random,fold4,chest,0.5322310565936496,0.32998143252847206,0.27163790437335755,0.2533582606267686,0.18389363260848637
ImageNet,random,fold5,chest,0.5408657511364632,0.32941242136226756,0.27134227815914036,0.2515089846679218,0.18293551839773603
RadImageNet,random,fold1,chest,0.5523926688283567,0.41417498072212516,0.4274747807086473,0.4110531718465504,0.5355619883459724
RadImageNet,random,fold2,chest,0.5471227667592637,0.4221859377830245,0.4138201118188104,0.40910606558132817,0.5181761226827779
RadImageNet,random,fold3,chest,0.5539600991888046,0.4304256138466048,0.4147890748557853,0.4100780900821803,0.5022577176736029
RadImageNet,random,fold4,chest,0.5565683934926975,0.42067922116563305,0.41795237063468893,0.40719983801577975,0.5041467805783618
RadImageNet,random,fold5,chest,0.5492842510893027,0.4282069346456005,0.4187644432469505,0.40870490483981675,0.517291074468696
chest-ImageNet-freezeFalse,chest-ImageNet-freezeTrue,fold1,chest,0.9921443439787522,0.9913617333082266,0.9463979636806428,0.8328884091898383,0.586192440923063
chest-ImageNet-freezeFalse,chest-ImageNet-freezeTrue,fold2,chest,0.9927423295937106,0.995942952793899,0.98277213579583,0.9057121360984765,0.6764570379426225
chest-ImageNet-freezeFalse,chest-ImageNet-freezeTrue,fold3,chest,0.9922402643990669,0.9932317056019759,0.9673268756556063,0.8525141531061481,0.5876025049711742
chest-ImageNet-freezeFalse,chest-ImageNet-freezeTrue,fold4,chest,0.9921089995016255,0.9922953578253351,0.9586363297653435,0.857952731529088,0.6134137119517884
chest-ImageNet-freezeFalse,chest-ImageNet-freezeTrue,fold5,chest,0.9818606184808925,0.9737245316187556,0.9015420892328155,0.7431473368011414,0.4651405365093154
chest-RadImageNet-freezeFalse,chest-RadImageNet-freezeTrue,fold1,chest,0.999371708608672,0.9976353870643624,0.9938899173009836,0.9523103483566814,0.6649615072393498
chest-RadImageNet-freezeFalse,chest-RadImageNet-freezeTrue,fold2,chest,0.999728731892413,0.9987253138362394,0.9964357128162712,0.9602764497863067,0.6967397978595063
chest-RadImageNet-freezeFalse,chest-RadImageNet-freezeTrue,fold3,chest,0.9993749392711841,0.9981061639957224,0.9945843378923188,0.945445895626165,0.6440719543053761
chest-RadImageNet-freezeFalse,chest-RadImageNet-freezeTrue,fold4,chest,0.9993849462284483,0.9983853086716914,0.9942809596338289,0.9542036825908307,0.7049342301833021
chest-RadImageNet-freezeFalse,chest-RadImageNet-freezeTrue,fold5,chest,0.9993912807952562,0.9979692927493028,0.9947218679072817,0.9491495020170355,0.7288419190769405
chest-ImageNet-freezeTrue,chest-RadImageNet-freezeTrue,fold1,chest,0.5538614758061816,0.3874453267138652,0.3142349249177937,0.2229255133819703,0.16217492545573162
chest-ImageNet-freezeTrue,chest-RadImageNet-freezeTrue,fold2,chest,0.5499419128291695,0.3871182998173621,0.3160137902772459,0.22630242072465645,0.15645737689043032
